code,name,year,traffic-flow
E06000013,north lincolnshire,2008,1039
E10000023,north yorkshire,2008,5035
E06000014,york,2008,753
E08000016,barnsley,2008,1201
E08000017,doncaster,2008,1886
E08000018,rotherham,2008,1485
E08000019,sheffield,2008,1672
E08000032,bradford,2008,1528
E08000033,calderdale,2008,942
E08000034,kirklees,2008,1658
E08000035,leeds,2008,3883
E08000036,wakefield,2008,1729
E06000015,derby,2008,1077
E10000007,derbyshire,2008,4875
E06000016,leicester,2008,902
E10000018,leicestershire,2008,4613
E10000019,lincolnshire,2008,3702
E06000018,nottingham,2008,972
E10000024,nottinghamshire,2008,4361
E06000017,rutland,2008,376
E06000019,herefordshire,2008,1142
E06000051,shropshire,2008,1915
E10000028,staffordshire,2008,5780
E06000021,stoke-on-trent,2008,843
E06000020,telford and wrekin,2008,832
E10000031,warwickshire,2008,5643
E10000034,worcestershire,2008,4202
E08000025,birmingham,2008,3520
E08000026,coventry,2008,1109
E08000027,dudley,2008,1066
E08000028,sandwell,2008,1215
E08000029,solihull,2008,1401
E08000030,walsall,2008,897
E08000031,wolverhampton,2008,719
E10000003,cambridgeshire,2008,4589
E10000012,essex,2008,8736
E10000015,hertfordshire,2008,6847
E06000032,luton,2008,484
E10000020,norfolk,2008,5078
E06000031,peterborough,2008,1075
E06000033,southend-on-sea,2008,392
E10000029,suffolk,2008,3691
E06000034,thurrock,2008,1027
E09000002,barking and dagenham,2008,385
E09000003,barnet,2008,1116
E09000004,bexley,2008,641
E09000005,brent,2008,610
E09000006,bromley,2008,885
E09000007,camden,2008,349
E09000001,city of london,2008,112
E09000008,croydon,2008,854
E09000009,ealing,2008,846
E09000010,enfield,2008,1018
E09000011,greenwich,2008,751
E09000012,hackney,2008,332
E09000013,hammersmith and fulham,2008,352
E09000014,haringey,2008,361
E09000015,harrow,2008,419
E09000016,havering,2008,998
E09000017,hillingdon,2008,1474
E09000018,hounslow,2008,1046
E09000019,islington,2008,275
E09000020,kensington and chelsea,2008,332
E09000021,kingston upon thames,2008,634
E09000022,lambeth,2008,520
E09000023,lewisham,2008,512
E09000024,merton,2008,436
E09000025,newham,2008,591
E09000026,redbridge,2008,681
E09000027,richmond upon thames,2008,560
E09000028,southwark,2008,502
E09000029,sutton,2008,458
E09000030,tower hamlets,2008,595
E09000031,waltham forest,2008,465
E09000032,wandsworth,2008,542
E09000033,westminster,2008,581
E06000036,bracknell forest,2008,440
E06000043,brighton and hove,2008,793
E06000060,buckinghamshire,2008,3755
E10000011,east sussex,2008,2563
E10000014,hampshire,2008,9067
E06000046,isle of wight,2008,397
E10000016,kent,2008,8708
E06000035,medway,2008,809
E06000042,milton keynes,2008,1383
E10000025,oxfordshire,2008,4607
E06000044,portsmouth,2008,714
E06000038,reading,2008,366
E06000039,slough,2008,526
E06000045,southampton,2008,619
E10000030,surrey,2008,8369
E06000037,west berkshire,2008,1839
E10000032,west sussex,2008,4285
E06000040,windsor and maidenhead,2008,1156
E06000041,wokingham,2008,1046
E06000022,bath and north east somerset,2008,751
E06000023,bristol,2008,1458
E06000052,cornwall,2008,3075
E10000008,devon,2008,5025
E10000013,gloucestershire,2008,4121
E06000053,isles of scilly,2008,1
E06000024,north somerset,2008,1485
E06000026,plymouth,2008,921
E10000027,somerset,2008,4069
E06000025,south gloucestershire,2008,2414
E06000030,swindon,2008,1213
E06000027,torbay,2008,416
E06000054,wiltshire,2008,3512
S12000033,aberdeen city,2008,825
S12000034,aberdeenshire,2008,1679
S12000041,angus,2008,650
S12000035,argyll & bute,2008,554
S12000005,clackmannanshire,2008,183
S12000006,dumfries and galloway,2008,1247
S12000042,dundee city,2008,549
S12000008,east ayrshire,2008,645
S12000045,east dunbartonshire,2008,331
S12000010,east lothian,2008,536
S12000011,east renfrewshire,2008,455
S12000036,edinburgh,2008,1802
S12000013,eilean siar,2008,126
S12000014,falkirk,2008,915
S12000047,fife,2008,1755
S12000049,glasgow city,2008,2107
S12000017,highland,2008,1582
S12000018,inverclyde,2008,330
S12000019,midlothian,2008,389
S12000020,moray,2008,446
S12000021,north ayrshire,2008,481
S12000050,north lanarkshire,2008,1847
S12000023,orkney islands,2008,81
S12000048,perth and kinross,2008,1406
S12000038,renfrewshire,2008,923
S12000026,scottish borders,2008,736
S12000027,shetland islands,2008,127
S12000028,south ayrshire,2008,602
S12000029,south lanarkshire,2008,1518
S12000030,stirling,2008,772
S12000039,west dunbartonshire,2008,385
S12000040,west lothian,2008,1069
W06000019,blaenau gwent,2008,242
W06000013,bridgend,2008,761
W06000018,caerphilly,2008,682
W06000015,cardiff,2008,1677
W06000010,carmarthenshire,2008,1197
W06000008,ceredigion,2008,455
W06000003,conwy,2008,703
W06000004,denbighshire,2008,553
W06000005,flintshire,2008,1034
W06000002,gwynedd,2008,805
W06000001,isle of anglesey,2008,389
W06000024,merthyr tydfil,2008,240
W06000021,monmouthshire,2008,851
W06000012,neath port talbot,2008,832
W06000022,newport,2008,1108
W06000009,pembrokeshire,2008,676
W06000023,powys,2008,942
W06000016,rhondda cynon taf,2008,1235
W06000011,swansea,2008,1034
W06000014,the vale of glamorgan,2008,641
W06000020,torfaen,2008,364
W06000006,wrexham,2008,590
E06000047,county durham,2009,2379
E06000005,darlington,2009,479
E06000001,hartlepool,2009,359
E06000002,middlesbrough,2009,686
E06000057,northumberland,2009,1637
E06000003,redcar and cleveland,2009,525
E06000004,stockton-on-tees,2009,817
E08000037,gateshead,2009,1050
E08000021,newcastle upon tyne,2009,1054
E08000022,north tyneside,2009,749
E08000023,south tyneside,2009,447
E08000024,sunderland,2009,1030
E06000008,blackburn with darwen,2009,424
E06000009,blackpool,2009,337
E10000006,cumbria,2009,3424
E06000006,halton,2009,611
E10000017,lancashire,2009,6719
E06000007,warrington,2009,1585
E08000001,bolton,2009,1254
E08000002,bury,2009,1012
E08000003,manchester,2009,1621
E08000004,oldham,2009,665
E08000005,rochdale,2009,1019
E08000006,salford,2009,1464
E08000007,stockport,2009,1137
E08000008,tameside,2009,716
E08000009,trafford,2009,913
E08000010,wigan,2009,1191
E08000011,knowsley,2009,839
E08000012,liverpool,2009,1305
E08000014,sefton,2009,690
E08000013,st. helens,2009,798
E08000015,wirral,2009,1019
E06000011,east riding of yorkshire,2009,2101
E06000010,kingston upon hull,2009,709
E06000012,north east lincolnshire,2009,580
E06000013,north lincolnshire,2009,1022
E10000023,north yorkshire,2009,4974
E06000014,york,2009,743
E08000016,barnsley,2009,1188
E08000017,doncaster,2009,1860
E08000018,rotherham,2009,1461
E08000019,sheffield,2009,1663
E08000032,bradford,2009,1509
E08000033,calderdale,2009,936
E08000034,kirklees,2009,1631
E08000035,leeds,2009,3776
E08000036,wakefield,2009,1705
E06000015,derby,2009,1070
E10000007,derbyshire,2009,4836
E06000016,leicester,2009,897
E10000018,leicestershire,2009,4585
E10000019,lincolnshire,2009,3671
E06000018,nottingham,2009,977
E10000024,nottinghamshire,2009,4318
E06000017,rutland,2009,373
E06000019,herefordshire,2009,1131
E06000051,shropshire,2009,1896
E10000028,staffordshire,2009,5647
E06000021,stoke-on-trent,2009,849
E06000020,telford and wrekin,2009,811
E10000031,warwickshire,2009,5531
E10000034,worcestershire,2009,4159
E08000025,birmingham,2009,3474
E08000026,coventry,2009,1112
E08000027,dudley,2009,1048
E08000028,sandwell,2009,1206
E08000029,solihull,2009,1376
E08000030,walsall,2009,884
E08000031,wolverhampton,2009,706
E10000003,cambridgeshire,2009,4505
E10000012,essex,2009,8755
E10000015,hertfordshire,2009,6813
E06000032,luton,2009,482
E10000020,norfolk,2009,5010
E06000031,peterborough,2009,1067
E06000033,southend-on-sea,2009,392
E10000029,suffolk,2009,3616
E06000034,thurrock,2009,1005
E09000002,barking and dagenham,2009,406
E09000003,barnet,2009,1088
E09000004,bexley,2009,642
E09000005,brent,2009,602
E09000006,bromley,2009,877
E09000007,camden,2009,349
E09000001,city of london,2009,106
E09000008,croydon,2009,842
E09000009,ealing,2009,845
E09000010,enfield,2009,1027
E09000011,greenwich,2009,748
E09000012,hackney,2009,322
E09000013,hammersmith and fulham,2009,354
E09000014,haringey,2009,348
E09000015,harrow,2009,412
E09000016,havering,2009,1022
E09000017,hillingdon,2009,1497
E09000018,hounslow,2009,1047
E09000019,islington,2009,267
E09000020,kensington and chelsea,2009,329
E09000021,kingston upon thames,2009,636
E09000022,lambeth,2009,500
E09000023,lewisham,2009,498
E09000024,merton,2009,429
E09000025,newham,2009,604
E09000026,redbridge,2009,685
E09000027,richmond upon thames,2009,550
E09000028,southwark,2009,493
E09000029,sutton,2009,458
E09000030,tower hamlets,2009,590
E09000031,waltham forest,2009,463
E09000032,wandsworth,2009,517
E09000033,westminster,2009,559
E06000036,bracknell forest,2009,434
E06000043,brighton and hove,2009,774
E06000060,buckinghamshire,2009,3665
E10000011,east sussex,2009,2508
E10000014,hampshire,2009,8902
E06000046,isle of wight,2009,389
E10000016,kent,2009,8635
E06000035,medway,2009,796
E06000042,milton keynes,2009,1395
E10000025,oxfordshire,2009,4509
E06000044,portsmouth,2009,715
E06000038,reading,2009,360
E06000039,slough,2009,527
E06000045,southampton,2009,599
E10000030,surrey,2009,8256
E06000037,west berkshire,2009,1805
E10000032,west sussex,2009,4213
E06000040,windsor and maidenhead,2009,1146
E06000041,wokingham,2009,1037
E06000022,bath and north east somerset,2009,732
E06000023,bristol,2009,1456
E06000052,cornwall,2009,3069
E10000008,devon,2009,5023
E10000013,gloucestershire,2009,4093
E06000053,isles of scilly,2009,2
E06000024,north somerset,2009,1455
E06000026,plymouth,2009,916
E10000027,somerset,2009,4013
E06000025,south gloucestershire,2009,2391
E06000030,swindon,2009,1208
E06000027,torbay,2009,417
E06000054,wiltshire,2009,3470
S12000033,aberdeen city,2009,794
S12000034,aberdeenshire,2009,1652
S12000041,angus,2009,643
S12000035,argyll & bute,2009,551
S12000005,clackmannanshire,2009,192
S12000006,dumfries and galloway,2009,1233
S12000042,dundee city,2009,539
S12000008,east ayrshire,2009,644
S12000045,east dunbartonshire,2009,330
S12000010,east lothian,2009,524
S12000011,east renfrewshire,2009,453
S12000036,edinburgh,2009,1814
S12000013,eilean siar,2009,126
S12000014,falkirk,2009,908
S12000047,fife,2009,1758
S12000049,glasgow city,2009,2083
S12000017,highland,2009,1598
S12000018,inverclyde,2009,325
S12000019,midlothian,2009,396
S12000020,moray,2009,440
S12000021,north ayrshire,2009,475
S12000050,north lanarkshire,2009,1825
S12000023,orkney islands,2009,81
S12000048,perth and kinross,2009,1399
S12000038,renfrewshire,2009,905
S12000026,scottish borders,2009,737
S12000027,shetland islands,2009,125
S12000028,south ayrshire,2009,600
S12000029,south lanarkshire,2009,1533
S12000030,stirling,2009,763
S12000039,west dunbartonshire,2009,396
S12000040,west lothian,2009,1059
W06000019,blaenau gwent,2009,243
W06000013,bridgend,2009,752
W06000018,caerphilly,2009,674
W06000015,cardiff,2009,1622
W06000010,carmarthenshire,2009,1171
W06000008,ceredigion,2009,454
W06000003,conwy,2009,701
W06000004,denbighshire,2009,547
W06000005,flintshire,2009,1015
W06000002,gwynedd,2009,797
W06000001,isle of anglesey,2009,386
W06000024,merthyr tydfil,2009,241
W06000021,monmouthshire,2009,840
W06000012,neath port talbot,2009,816
W06000022,newport,2009,1080
W06000009,pembrokeshire,2009,669
W06000023,powys,2009,939
W06000016,rhondda cynon taf,2009,1218
W06000011,swansea,2009,1011
W06000014,the vale of glamorgan,2009,623
W06000020,torfaen,2009,357
W06000006,wrexham,2009,582
E06000047,county durham,2010,2355
E06000005,darlington,2010,472
E06000001,hartlepool,2010,349
E06000002,middlesbrough,2010,668
E06000057,northumberland,2010,1638
E06000003,redcar and cleveland,2010,521
E06000004,stockton-on-tees,2010,802
E08000037,gateshead,2010,1017
E08000021,newcastle upon tyne,2010,1038
E08000022,north tyneside,2010,740
E08000023,south tyneside,2010,439
E08000024,sunderland,2010,1004
E06000008,blackburn with darwen,2010,424
E06000009,blackpool,2010,331
E10000006,cumbria,2010,3368
E06000006,halton,2010,596
E10000017,lancashire,2010,6668
E06000007,warrington,2010,1548
E08000001,bolton,2010,1186
E08000002,bury,2010,996
E08000003,manchester,2010,1579
E08000004,oldham,2010,653
E08000005,rochdale,2010,1011
E08000006,salford,2010,1451
E08000007,stockport,2010,1112
E08000008,tameside,2010,706
E08000009,trafford,2010,904
E08000010,wigan,2010,1177
E08000011,knowsley,2010,832
E08000012,liverpool,2010,1298
E08000014,sefton,2010,673
E08000013,st. helens,2010,785
E08000015,wirral,2010,1005
E06000011,east riding of yorkshire,2010,2064
E06000010,kingston upon hull,2010,698
E06000012,north east lincolnshire,2010,574
E06000013,north lincolnshire,2010,1002
E10000023,north yorkshire,2010,4929
E06000014,york,2010,737
E08000016,barnsley,2010,1187
E08000017,doncaster,2010,1830
E08000018,rotherham,2010,1432
E08000019,sheffield,2010,1643
E08000032,bradford,2010,1493
E08000033,calderdale,2010,918
E08000034,kirklees,2010,1620
E08000035,leeds,2010,3745
E08000036,wakefield,2010,1673
E06000015,derby,2010,1046
E10000007,derbyshire,2010,4797
E06000016,leicester,2010,878
E10000018,leicestershire,2010,4572
E10000019,lincolnshire,2010,3678
E06000018,nottingham,2010,957
E10000024,nottinghamshire,2010,4323
E06000017,rutland,2010,378
E06000019,herefordshire,2010,1123
E06000051,shropshire,2010,1875
E10000028,staffordshire,2010,5536
E06000021,stoke-on-trent,2010,829
E06000020,telford and wrekin,2010,795
E10000031,warwickshire,2010,5510
E10000034,worcestershire,2010,4102
E08000025,birmingham,2010,3432
E08000026,coventry,2010,1106
E08000027,dudley,2010,1003
E08000028,sandwell,2010,1180
E08000029,solihull,2010,1366
E08000030,walsall,2010,881
E08000031,wolverhampton,2010,693
E10000003,cambridgeshire,2010,4439
E10000012,essex,2010,8456
E10000015,hertfordshire,2010,6626
E06000032,luton,2010,468
E10000020,norfolk,2010,4913
E06000031,peterborough,2010,1065
E06000033,southend-on-sea,2010,389
E10000029,suffolk,2010,3631
E06000034,thurrock,2010,988
E09000002,barking and dagenham,2010,397
E09000003,barnet,2010,1107
E09000004,bexley,2010,627
E09000005,brent,2010,629
E09000006,bromley,2010,858
E09000007,camden,2010,333
E09000001,city of london,2010,104
E09000008,croydon,2010,820
E09000009,ealing,2010,828
E09000010,enfield,2010,1043
E09000011,greenwich,2010,738
E09000012,hackney,2010,317
E09000013,hammersmith and fulham,2010,347
E09000014,haringey,2010,341
E09000015,harrow,2010,400
E09000016,havering,2010,992
E09000017,hillingdon,2010,1438
E09000018,hounslow,2010,1018
E09000019,islington,2010,261
E09000020,kensington and chelsea,2010,327
E09000021,kingston upon thames,2010,667
E09000022,lambeth,2010,485
E09000023,lewisham,2010,486
E09000024,merton,2010,421
E09000025,newham,2010,585
E09000026,redbridge,2010,687
E09000027,richmond upon thames,2010,535
E09000028,southwark,2010,479
E09000029,sutton,2010,442
E09000030,tower hamlets,2010,594
E09000031,waltham forest,2010,478
E09000032,wandsworth,2010,521
E09000033,westminster,2010,549
E06000036,bracknell forest,2010,427
E06000043,brighton and hove,2010,763
E06000060,buckinghamshire,2010,3670
E10000011,east sussex,2010,2474
E10000014,hampshire,2010,8884
E06000046,isle of wight,2010,386
E10000016,kent,2010,8551
E06000035,medway,2010,804
E06000042,milton keynes,2010,1358
E10000025,oxfordshire,2010,4456
E06000044,portsmouth,2010,717
E06000038,reading,2010,354
E06000039,slough,2010,493
E06000045,southampton,2010,593
E10000030,surrey,2010,8105
E06000037,west berkshire,2010,1794
E10000032,west sussex,2010,4149
E06000040,windsor and maidenhead,2010,1110
E06000041,wokingham,2010,994
E06000022,bath and north east somerset,2010,713
E06000023,bristol,2010,1413
E06000052,cornwall,2010,3058
E10000008,devon,2010,4992
E10000013,gloucestershire,2010,3978
E06000053,isles of scilly,2010,1
E06000024,north somerset,2010,1421
E06000026,plymouth,2010,891
E10000027,somerset,2010,3996
E06000025,south gloucestershire,2010,2363
E06000030,swindon,2010,1215
E06000027,torbay,2010,408
E06000054,wiltshire,2010,3461
S12000033,aberdeen city,2010,782
S12000034,aberdeenshire,2010,1676
S12000041,angus,2010,648
S12000035,argyll & bute,2010,545
S12000005,clackmannanshire,2010,194
S12000006,dumfries and galloway,2010,1225
S12000042,dundee city,2010,512
S12000008,east ayrshire,2010,646
S12000045,east dunbartonshire,2010,321
S12000010,east lothian,2010,527
S12000011,east renfrewshire,2010,441
S12000036,edinburgh,2010,1740
S12000013,eilean siar,2010,127
S12000014,falkirk,2010,897
S12000047,fife,2010,1753
S12000049,glasgow city,2010,2034
S12000017,highland,2010,1587
S12000018,inverclyde,2010,316
S12000019,midlothian,2010,397
S12000020,moray,2010,436
S12000021,north ayrshire,2010,472
S12000050,north lanarkshire,2010,1830
S12000023,orkney islands,2010,83
S12000048,perth and kinross,2010,1384
S12000038,renfrewshire,2010,893
S12000026,scottish borders,2010,731
S12000027,shetland islands,2010,128
S12000028,south ayrshire,2010,604
S12000029,south lanarkshire,2010,1520
S12000030,stirling,2010,758
S12000039,west dunbartonshire,2010,386
S12000040,west lothian,2010,1049
W06000019,blaenau gwent,2010,238
W06000013,bridgend,2010,744
W06000018,caerphilly,2010,667
W06000015,cardiff,2010,1600
W06000010,carmarthenshire,2010,1153
W06000008,ceredigion,2010,449
W06000003,conwy,2010,699
W06000004,denbighshire,2010,542
W06000005,flintshire,2010,986
W06000002,gwynedd,2010,790
W06000001,isle of anglesey,2010,382
W06000024,merthyr tydfil,2010,242
W06000021,monmouthshire,2010,824
W06000012,neath port talbot,2010,788
W06000022,newport,2010,1067
W06000009,pembrokeshire,2010,658
W06000023,powys,2010,934
W06000016,rhondda cynon taf,2010,1203
W06000011,swansea,2010,1001
W06000014,the vale of glamorgan,2010,611
W06000020,torfaen,2010,352
W06000006,wrexham,2010,581
E06000047,county durham,2011,2365
E06000005,darlington,2011,478
E06000001,hartlepool,2011,350
E06000002,middlesbrough,2011,667
E06000057,northumberland,2011,1678
E06000003,redcar and cleveland,2011,524
E06000004,stockton-on-tees,2011,816
E08000037,gateshead,2011,1024
E08000021,newcastle upon tyne,2011,1035
E08000022,north tyneside,2011,746
E08000023,south tyneside,2011,438
E08000024,sunderland,2011,995
E06000008,blackburn with darwen,2011,427
E06000009,blackpool,2011,334
E10000006,cumbria,2011,3342
E06000006,halton,2011,605
E10000017,lancashire,2011,6721
E06000007,warrington,2011,1554
E08000001,bolton,2011,1234
E08000002,bury,2011,1000
E08000003,manchester,2011,1602
E08000004,oldham,2011,646
E08000005,rochdale,2011,1067
E08000006,salford,2011,1435
E08000007,stockport,2011,1122
E08000008,tameside,2011,714
E08000009,trafford,2011,913
E08000010,wigan,2011,1177
E08000011,knowsley,2011,842
E08000012,liverpool,2011,1299
E08000014,sefton,2011,682
E08000013,st. helens,2011,808
E08000015,wirral,2011,1024
E06000011,east riding of yorkshire,2011,2053
E06000010,kingston upon hull,2011,704
E06000012,north east lincolnshire,2011,581
E06000013,north lincolnshire,2011,1005
E10000023,north yorkshire,2011,4928
E06000014,york,2011,734
E08000016,barnsley,2011,1181
E08000017,doncaster,2011,1839
E08000018,rotherham,2011,1449
E08000019,sheffield,2011,1663
E08000032,bradford,2011,1497
E08000033,calderdale,2011,919
E08000034,kirklees,2011,1624
E08000035,leeds,2011,3775
E08000036,wakefield,2011,1727
E06000015,derby,2011,1057
E10000007,derbyshire,2011,4813
E06000016,leicester,2011,888
E10000018,leicestershire,2011,4571
E10000019,lincolnshire,2011,3688
E06000018,nottingham,2011,962
E10000024,nottinghamshire,2011,4356
E06000017,rutland,2011,384
E06000019,herefordshire,2011,1121
E06000051,shropshire,2011,1875
E10000028,staffordshire,2011,5635
E06000021,stoke-on-trent,2011,843
E06000020,telford and wrekin,2011,820
E10000031,warwickshire,2011,5503
E10000034,worcestershire,2011,4124
E08000025,birmingham,2011,3501
E08000026,coventry,2011,1118
E08000027,dudley,2011,1016
E08000028,sandwell,2011,1193
E08000029,solihull,2011,1410
E08000030,walsall,2011,901
E08000031,wolverhampton,2011,696
E10000003,cambridgeshire,2011,4460
E10000012,essex,2011,8549
E10000015,hertfordshire,2011,6827
E06000032,luton,2011,477
E10000020,norfolk,2011,4859
E06000031,peterborough,2011,1055
E06000033,southend-on-sea,2011,390
E10000029,suffolk,2011,3618
E06000034,thurrock,2011,993
E09000002,barking and dagenham,2011,396
E09000003,barnet,2011,1054
E09000004,bexley,2011,611
E09000005,brent,2011,610
E09000006,bromley,2011,857
E09000007,camden,2011,325
E09000001,city of london,2011,102
E09000008,croydon,2011,819
E09000009,ealing,2011,827
E09000010,enfield,2011,979
E09000011,greenwich,2011,748
E09000012,hackney,2011,304
E09000013,hammersmith and fulham,2011,332
E09000014,haringey,2011,338
E09000015,harrow,2011,402
E09000016,havering,2011,998
E09000017,hillingdon,2011,1416
E09000018,hounslow,2011,1023
E09000019,islington,2011,256
E09000020,kensington and chelsea,2011,324
E09000021,kingston upon thames,2011,620
E09000022,lambeth,2011,478
E09000023,lewisham,2011,485
E09000024,merton,2011,413
E09000025,newham,2011,560
E09000026,redbridge,2011,732
E09000027,richmond upon thames,2011,528
E09000028,southwark,2011,473
E09000029,sutton,2011,440
E09000030,tower hamlets,2011,566
E09000031,waltham forest,2011,445
E09000032,wandsworth,2011,497
E09000033,westminster,2011,538
E06000036,bracknell forest,2011,424
E06000043,brighton and hove,2011,767
E06000060,buckinghamshire,2011,3609
E10000011,east sussex,2011,2476
E10000014,hampshire,2011,8915
E06000046,isle of wight,2011,389
E10000016,kent,2011,8741
E06000035,medway,2011,808
E06000042,milton keynes,2011,1350
E10000025,oxfordshire,2011,4447
E06000044,portsmouth,2011,722
E06000038,reading,2011,360
E06000039,slough,2011,511
E06000045,southampton,2011,606
E10000030,surrey,2011,8215
E06000037,west berkshire,2011,1792
E10000032,west sussex,2011,4168
E06000040,windsor and maidenhead,2011,1125
E06000041,wokingham,2011,1022
E06000022,bath and north east somerset,2011,724
E06000023,bristol,2011,1432
E06000052,cornwall,2011,3056
E10000008,devon,2011,4978
E10000013,gloucestershire,2011,3981
E06000053,isles of scilly,2011,1
E06000024,north somerset,2011,1413
E06000026,plymouth,2011,900
E10000027,somerset,2011,3980
E06000025,south gloucestershire,2011,2369
E06000030,swindon,2011,1221
E06000027,torbay,2011,412
E06000054,wiltshire,2011,3472
S12000033,aberdeen city,2011,774
S12000034,aberdeenshire,2011,1660
S12000041,angus,2011,642
S12000035,argyll & bute,2011,542
S12000005,clackmannanshire,2011,195
S12000006,dumfries and galloway,2011,1218
S12000042,dundee city,2011,510
S12000008,east ayrshire,2011,643
S12000045,east dunbartonshire,2011,320
S12000010,east lothian,2011,526
S12000011,east renfrewshire,2011,457
S12000036,edinburgh,2011,1748
S12000013,eilean siar,2011,126
S12000014,falkirk,2011,903
S12000047,fife,2011,1749
S12000049,glasgow city,2011,2040
S12000017,highland,2011,1585
S12000018,inverclyde,2011,313
S12000019,midlothian,2011,398
S12000020,moray,2011,434
S12000021,north ayrshire,2011,470
S12000050,north lanarkshire,2011,1804
S12000023,orkney islands,2011,82
S12000048,perth and kinross,2011,1394
S12000038,renfrewshire,2011,896
S12000026,scottish borders,2011,731
S12000027,shetland islands,2011,128
S12000028,south ayrshire,2011,601
S12000029,south lanarkshire,2011,1516
S12000030,stirling,2011,748
S12000039,west dunbartonshire,2011,388
S12000040,west lothian,2011,1050
W06000019,blaenau gwent,2011,243
W06000013,bridgend,2011,747
W06000018,caerphilly,2011,675
W06000015,cardiff,2011,1635
W06000010,carmarthenshire,2011,1139
W06000008,ceredigion,2011,443
W06000003,conwy,2011,677
W06000004,denbighshire,2011,532
W06000005,flintshire,2011,974
W06000002,gwynedd,2011,782
W06000001,isle of anglesey,2011,378
W06000024,merthyr tydfil,2011,243
W06000021,monmouthshire,2011,828
W06000012,neath port talbot,2011,807
W06000022,newport,2011,1098
W06000009,pembrokeshire,2011,653
W06000023,powys,2011,926
W06000016,rhondda cynon taf,2011,1228
W06000011,swansea,2011,1014
W06000014,the vale of glamorgan,2011,603
W06000020,torfaen,2011,356
W06000006,wrexham,2011,581
E06000047,county durham,2012,2394
E06000005,darlington,2012,482
E06000001,hartlepool,2012,362
E06000002,middlesbrough,2012,677
E06000057,northumberland,2012,1664
E06000003,redcar and cleveland,2012,519
E06000004,stockton-on-tees,2012,823
E08000037,gateshead,2012,1018
E08000021,newcastle upon tyne,2012,1026
E08000022,north tyneside,2012,750
E08000023,south tyneside,2012,452
E08000024,sunderland,2012,993
E06000008,blackburn with darwen,2012,425
E06000009,blackpool,2012,331
E10000006,cumbria,2012,3374
E06000006,halton,2012,612
E10000017,lancashire,2012,6617
E06000007,warrington,2012,1537
E08000001,bolton,2012,1226
E08000002,bury,2012,985
E08000003,manchester,2012,1600
E08000004,oldham,2012,648
E08000005,rochdale,2012,1059
E08000006,salford,2012,1434
E08000007,stockport,2012,1123
E08000008,tameside,2012,715
E08000009,trafford,2012,927
E08000010,wigan,2012,1175
E08000011,knowsley,2012,844
E08000012,liverpool,2012,1289
E08000014,sefton,2012,696
E08000013,st. helens,2012,789
E08000015,wirral,2012,1014
E06000011,east riding of yorkshire,2012,2047
E06000010,kingston upon hull,2012,708
E06000012,north east lincolnshire,2012,581
E06000013,north lincolnshire,2012,1022
E10000023,north yorkshire,2012,4849
E06000014,york,2012,742
E08000016,barnsley,2012,1173
E08000017,doncaster,2012,1882
E08000018,rotherham,2012,1434
E08000019,sheffield,2012,1647
E08000032,bradford,2012,1493
E08000033,calderdale,2012,902
E08000034,kirklees,2012,1600
E08000035,leeds,2012,3752
E08000036,wakefield,2012,1698
E06000015,derby,2012,1058
E10000007,derbyshire,2012,4884
E06000016,leicester,2012,889
E10000018,leicestershire,2012,4554
E10000019,lincolnshire,2012,3704
E06000018,nottingham,2012,960
E10000024,nottinghamshire,2012,4417
E06000017,rutland,2012,376
E06000019,herefordshire,2012,1124
E06000051,shropshire,2012,1883
E10000028,staffordshire,2012,5675
E06000021,stoke-on-trent,2012,838
E06000020,telford and wrekin,2012,816
E10000031,warwickshire,2012,5610
E10000034,worcestershire,2012,4008
E08000025,birmingham,2012,3534
E08000026,coventry,2012,1116
E08000027,dudley,2012,1014
E08000028,sandwell,2012,1212
E08000029,solihull,2012,1410
E08000030,walsall,2012,902
E08000031,wolverhampton,2012,695
E10000003,cambridgeshire,2012,4427
E10000012,essex,2012,8587
E10000015,hertfordshire,2012,6928
E06000032,luton,2012,462
E10000020,norfolk,2012,4851
E06000031,peterborough,2012,1038
E06000033,southend-on-sea,2012,392
E10000029,suffolk,2012,3630
E06000034,thurrock,2012,989
E09000002,barking and dagenham,2012,378
E09000003,barnet,2012,1079
E09000004,bexley,2012,609
E09000005,brent,2012,608
E09000006,bromley,2012,856
E09000007,camden,2012,310
E09000001,city of london,2012,99
E09000008,croydon,2012,813
E09000009,ealing,2012,798
E09000010,enfield,2012,1030
E09000011,greenwich,2012,727
E09000012,hackney,2012,295
E09000013,hammersmith and fulham,2012,312
E09000014,haringey,2012,333
E09000015,harrow,2012,408
E09000016,havering,2012,996
E09000017,hillingdon,2012,1451
E09000018,hounslow,2012,1022
E09000019,islington,2012,250
E09000020,kensington and chelsea,2012,307
E09000021,kingston upon thames,2012,616
E09000022,lambeth,2012,463
E09000023,lewisham,2012,473
E09000024,merton,2012,410
E09000025,newham,2012,548
E09000026,redbridge,2012,722
E09000027,richmond upon thames,2012,536
E09000028,southwark,2012,450
E09000029,sutton,2012,437
E09000030,tower hamlets,2012,540
E09000031,waltham forest,2012,453
E09000032,wandsworth,2012,490
E09000033,westminster,2012,525
E06000036,bracknell forest,2012,424
E06000043,brighton and hove,2012,776
E06000060,buckinghamshire,2012,3689
E10000011,east sussex,2012,2485
E10000014,hampshire,2012,8890
E06000046,isle of wight,2012,387
E10000016,kent,2012,8764
